,player_name,player_id,season,season_type,team,poss,mp,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact,lg,salary,normalized salary
139,Arron Afflalo,afflaar01,2014,RS,ORL,5047,2552,1.22425804,-3.02318616,-1.79892812,1.231903915,1.231903915,0.0,0.411376476,-2.771831196,-2.360454719,-0.49730894,NBA,7312500.0,0.12461868811670274
140,Arron Afflalo,afflaar01,2015,PO,POR,119,60,-9.636316537,-6.478588871,-16.11490541,-0.421862388,0.0,-0.421862388,-6.317694998,-8.290580728,-14.60827573,-0.021588601,NBA,7750000.0,0.12288908269246016
142,Arron Afflalo,afflaar01,2015,RS,POR,1490,752,-0.869565919,-1.59318815,-2.462754069,0.109697472,0.109697472,0.0,-1.298312675,-0.643637611,-1.941950286,-0.444015025,NBA,7750000.0,0.12288908269246016
143,Arron Afflalo,afflaar01,2016,RS,NYK,4648,2371,-0.625410261,-2.481338924,-3.106749185,-0.424460423,-0.424460423,0.0,-0.840530106,-2.375143951,-3.215674058,-1.606045594,NBA,8000000.0,0.11428571428571428
144,Arron Afflalo,afflaar01,2017,RS,SAC,3146,1580,-1.252486813,-4.757288217,-6.00977503,-2.593034888,-2.593034888,0.0,-1.84469576,-4.240256022,-6.084951782,-1.296124622,NBA,12500000.0,0.13277673326747608
145,Arron Afflalo,afflaar01,2018,RS,ORL,1389,682,-2.858956209,-1.524033967,-4.382990176,-0.562242617,-0.562242617,0.0,-3.633802694,-3.040735815,-6.67453851,-1.041661365,NBA,1471382.0,0.014848495857426862
146,Mark Aguirre,aguirma01,1985,PO,DAL,335,164,4.045397625,-2.608088646,1.437308979,0.360194918,0.0,0.360194918,4.430155728,-2.203342649,2.226813079,-0.335438043,NBA,800000.0,0.2222222222222222
147,Mark Aguirre,aguirma01,1985,RS,DAL,5619,2699,2.739410051,-1.345349957,1.394060094,5.708722769,5.708722769,0.0,3.041336513,-1.275855643,1.76548087,0.040357744,NBA,800000.0,0.2222222222222222
148,Mark Aguirre,aguirma01,1986,PO,DAL,704,345,3.815102555,-0.72159037,3.093512184,1.058992067,0.0,1.058992067,4.260342223,-0.669448437,3.590893786,-0.173196011,NBA,626240.0,0.14794235766595795
149,Mark Aguirre,aguirma01,1986,RS,DAL,5386,2501,2.416990097,-1.706779216,0.710210881,4.412596846,4.412596846,0.0,2.813428592,-1.526461043,1.286967549,-0.062438762,NBA,626240.0,0.14794235766595795
152,Mark Aguirre,aguirma01,1988,PO,DAL,1106,558,3.475549024,-1.17001521,2.305533814,1.485377515,0.0,1.485377515,3.764053435,-1.166132075,2.59792136,0.062445316,NBA,715700.0,0.11610966904607398
153,Mark Aguirre,aguirma01,1988,RS,DAL,5335,2610,3.535041051,-0.680767471,2.85427358,7.459511158,7.459511158,0.0,3.884792789,-0.712531806,3.172260983,-0.044068593,NBA,715700.0,0.11610966904607398
155,Mark Aguirre,aguirma01,1989,RS,DAL,3090,1529,0.545667495,-2.156559178,-1.610891683,0.89285479,0.89285479,0.0,0.851661976,-2.055366444,-1.203704467,0.486368039,NBA,715700.0,0.09896294247787611
159,Mark Aguirre,aguirma01,1991,PO,DET,755,397,3.821257493,0.580973093,4.402230586,1.498986197,0.0,1.498986197,3.682129401,0.360982121,4.043111522,0.308493257,NBA,1115000.0,0.09392637520006739
160,Mark Aguirre,aguirma01,1991,RS,DET,3885,2006,0.755969483,0.036753789,0.792723272,3.634219546,3.634219546,0.0,0.780677196,-0.178953675,0.60172352,0.229085224,NBA,1115000.0,0.09392637520006739
161,Mark Aguirre,aguirma01,1992,PO,DET,204,113,-6.389703431,-1.727908635,-8.117612066,-0.320397322,0.0,-0.320397322,-6.192746572,-2.820821722,-9.013568294,0.359620302,NBA,1232000.0,0.09856
162,Mark Aguirre,aguirma01,1992,RS,DET,3054,1582,-1.826612151,0.205936762,-1.620675389,0.918347575,0.918347575,0.0,-1.547183513,-0.121905402,-1.669088915,0.732932372,NBA,1232000.0,0.09856
163,Mark Aguirre,aguirma01,1993,RS,DET,2074,1056,-0.271697996,-1.756585284,-2.028283279,0.389420316,0.389420316,0.0,-0.557816399,-2.248021493,-2.805837892,0.146116467,NBA,1351000.0,0.0965
164,Mark Aguirre,aguirma01,1994,RS,LAC,1803,859,-0.091595763,-2.292742893,-2.384338656,0.160955908,0.160955908,0.0,-0.335680881,-2.405832939,-2.741513821,0.420681244,NBA,150000.0,0.009884678747940691
165,Danny Ainge,aingeda01,1985,PO,BOS,1471,687,1.608858962,0.431764263,2.040623225,1.7324521,0.0,1.7324521,1.387643188,0.87928793,2.266931118,0.039017522,NBA,400000.0,0.1111111111111111
166,Danny Ainge,aingeda01,1985,RS,BOS,5489,2564,2.054758353,0.455331816,2.510090169,6.8790453,6.8790453,0.0,2.042160023,0.885589538,2.927749561,-0.029381967,NBA,400000.0,0.1111111111111111
167,Danny Ainge,aingeda01,1986,PO,BOS,1352,652,4.342675281,2.334512515,6.677187796,3.236339137,0.0,3.236339137,4.298778003,2.689834705,6.988612708,0.06311667,NBA,550000.0,0.12993149066855658
168,Danny Ainge,aingeda01,1986,RS,BOS,5133,2407,2.015529458,0.291536904,2.307066361,6.19814858,6.19814858,0.0,1.865572265,0.626253396,2.491825661,-0.20283771,NBA,550000.0,0.12993149066855658
171,Danny Ainge,aingeda01,1988,PO,BOS,1303,670,1.074064934,-1.683757624,-0.60969269,0.755915468,0.0,0.755915468,1.04409141,-1.168794693,-0.124703283,0.169253392,NBA,625000.0,0.10139519792342634
172,Danny Ainge,aingeda01,1988,RS,BOS,6226,3018,4.457484081,-0.258168747,4.199315334,10.67475761,10.67475761,0.0,4.703692376,0.235726286,4.939418662,-0.241934738,NBA,625000.0,0.10139519792342634
173,Danny Ainge,aingeda01,1989,RS,BOS,2789,1349,2.785678297,-0.579659696,2.206018602,3.439322975,3.439322975,0.0,3.014829126,-0.174871996,2.83995713,0.845298308,NBA,675000.0,0.09333517699115045
176,Danny Ainge,aingeda01,1991,PO,POR,546,277,0.333841177,0.099500458,0.433341635,0.469388631,0.0,0.469388631,0.379616898,-0.394929126,-0.015312228,1.098888933,NBA,725000.0,0.06107320360542499
177,Danny Ainge,aingeda01,1991,RS,POR,3621,1710,3.820324602,-0.075428136,3.744896466,5.687837915,5.687837915,0.0,3.732991841,-0.099781999,3.633209842,0.374657501,NBA,725000.0,0.06107320360542499
178,Danny Ainge,aingeda01,1992,PO,POR,894,449,2.408804918,-0.465266106,1.943538812,1.117175829,0.0,1.117175829,2.176718226,-0.560614042,1.616104183,0.691974441,NBA,725000.0,0.058
179,Danny Ainge,aingeda01,1992,RS,POR,3327,1595,2.528655779,0.491171733,3.019827512,4.717956833,4.717956833,0.0,2.471632759,0.219836174,2.691468933,0.471959991,NBA,725000.0,0.058
180,Danny Ainge,aingeda01,1993,PO,PHX,1156,591,1.208894846,-1.959780847,-0.750886001,0.622839799,0.0,0.622839799,1.032136968,-1.646119116,-0.613982148,0.169450168,NBA,1330000.0,0.095
181,Danny Ainge,aingeda01,1993,RS,PHX,4549,2163,3.083832308,-0.993455871,2.090376437,5.34634312,5.34634312,0.0,3.034775404,-0.815257917,2.219517486,0.08589147,NBA,1330000.0,0.095
182,Danny Ainge,aingeda01,1994,PO,PHX,462,230,3.655533428,-1.873669367,1.781864061,0.549768897,0.0,0.549768897,3.189316892,-1.519233277,1.670083615,0.211900748,NBA,1690000.0,0.11136738056013179
183,Danny Ainge,aingeda01,1994,RS,PHX,3169,1555,1.089255952,-1.286607807,-0.197351856,2.035452416,2.035452416,0.0,1.123234346,-1.235002914,-0.111768568,0.488565234,NBA,1690000.0,0.11136738056013179
184,Danny Ainge,aingeda01,1995,PO,PHX,268,137,3.506567224,-1.059134713,2.447432511,0.375518802,0.0,0.375518802,3.402528295,-1.319656473,2.082871823,0.201737041,NBA,2080000.0,0.13029315960912052
185,Danny Ainge,aingeda01,1995,RS,PHX,2777,1374,2.467557892,-1.694469843,0.77308805,2.480956264,2.480956264,0.0,2.224039128,-1.66105454,0.562984588,0.427221306,NBA,2080000.0,0.13029315960912052
187,Alexis Ajinca,ajincal01,2011,RS,TOR,519,265,-2.976140343,-1.078433486,-4.054573829,-0.181651978,-0.181651978,0.0,-2.533728143,-0.279002025,-2.812730168,2.784321227,NBA,1467840.0,0.025288401902005375
189,Alexis Ajinca,ajincal01,2015,PO,NOP,21,10,14.3890619,-8.717170358,5.671891541,0.044221656,0.0,0.044221656,13.52295725,-1.562766486,11.96019076,-0.205407983,NBA,981084.0,0.015556711329580591
190,Alexis Ajinca,ajincal01,2015,RS,NOP,1844,957,-0.565591569,1.490515514,0.924923945,1.793286482,1.793286482,0.0,-1.222980138,1.248121949,0.025141811,-0.055422213,NBA,981084.0,0.015556711329580591
191,Alexis Ajinca,ajincal01,2016,RS,NOP,1777,861,-3.444059038,1.2915655,-2.152493538,0.262838216,0.262838216,0.0,-3.409499894,0.797343456,-2.612156438,0.135601825,NBA,4300000.0,0.06142857142857143
192,Alexis Ajinca,ajincal01,2017,RS,NOP,1223,584,-4.436739426,1.229835643,-3.206903783,-0.136314643,-0.136314643,0.0,-3.801996307,1.020942858,-2.781053448,0.127572121,NBA,4600000.0,0.04886183784243119
195,Mark Alarie,alarima01,1988,PO,WAS,8,4,11.20264085,-1.334361803,9.868279045,0.026256623,0.0,0.026256623,11.6361919,-3.627094147,8.009097752,-1.08367517,NBA,232500.0,0.0377190136275146
196,Mark Alarie,alarima01,1988,RS,WAS,1590,769,-1.463605542,-2.117855422,-3.581460964,-0.327300438,-0.327300438,0.0,-1.600835567,-2.278216333,-3.8790519,0.334276927,NBA,232500.0,0.0377190136275146
197,Mark Alarie,alarima01,1989,RS,WAS,2424,1141,-0.614557518,-1.020382671,-1.634940189,0.650576653,0.650576653,0.0,-0.720726925,-1.122593702,-1.843320627,0.228848476,NBA,250000.0,0.03456858407079646
199,Mark Alarie,alarima01,1991,RS,WAS,1206,587,-2.017773994,-1.149668031,-3.167442025,-0.125834268,-0.125834268,0.0,-2.11253773,-1.211036003,-3.323573733,0.646695478,NBA,500000.0,0.04211945076236206
200,Furkan Aldemir,aldemfu01,2015,RS,PHI,1087,540,-0.318228362,-1.661918132,-1.980146495,0.21216464,0.21216464,0.0,-1.756878546,-1.101017437,-2.857895983,0.028863509,NBA,3000000.0,0.047569967493855544
202,Cole Aldrich,aldrico01,2013,RS,SAC,345,175,-1.504156009,-1.376626386,-2.880782395,-0.011648678,-0.011648678,0.0,-2.030757553,-1.92912015,-3.959877703,-0.225072579,NBA,2445480.0,0.04213148645854869
204,Cole Aldrich,aldrico01,2015,RS,NYK,1915,976,-2.78804587,1.459642861,-1.328403009,0.709716538,0.709716538,0.0,-2.373581826,0.637865935,-1.735715892,0.247213254,NBA,981084.0,0.015556711329580591
205,Cole Aldrich,aldrico01,2016,PO,LAC,158,77,0.864059233,6.494298191,7.358357424,0.409910486,0.0,0.409910486,-2.136316976,7.901646207,5.765329231,0.080370893,NBA,1100600.0,0.015722857142857143
206,Cole Aldrich,aldrico01,2016,RS,LAC,1612,800,-1.556803436,2.530277166,0.973473729,1.526349689,1.526349689,0.0,-0.701967609,3.754476883,3.052509274,0.422826985,NBA,1100600.0,0.015722857142857143
207,Cole Aldrich,aldrico01,2017,RS,MIN,1088,531,-2.040379858,-0.173788867,-2.214168724,0.144464506,0.144464506,0.0,-2.449468257,0.793979844,-1.655488413,-0.473588409,NBA,7643979.0,0.08119540486281508
208,LaMarcus Aldridge,aldrila01,2007,RS,POR,2590,1392,-0.34394613,0.058657158,-0.285288973,1.74674163,1.74674163,0.0,-0.545762829,0.262266229,-0.2834966,-0.196253734,NBA,4027320.0,0.07579410934412346
209,LaMarcus Aldridge,aldrila01,2008,RS,POR,4907,2649,-0.155916249,0.560672302,0.404756053,4.242447459,4.242447459,0.0,0.048121405,0.885054575,0.93317598,-0.466652747,NBA,4329360.0,0.07782419557792558
210,LaMarcus Aldridge,aldrila01,2009,PO,POR,419,237,-0.39919555,-0.498494109,-0.897689659,0.229454218,0.0,0.229454218,-0.243476991,-0.391524308,-0.635001298,-0.60149336,NBA,4631400.0,0.07892638036809815
211,LaMarcus Aldridge,aldrila01,2009,RS,POR,5482,3004,1.672981015,0.501494813,2.174475828,7.490755834,7.490755834,0.0,2.001684044,0.815235472,2.816919516,-0.697136576,NBA,4631400.0,0.07892638036809815
212,LaMarcus Aldridge,aldrila01,2010,PO,POR,421,229,-2.380597789,2.229794789,-0.150803,0.31102421,0.0,0.31102421,-2.102122778,2.108502914,0.006380136,-0.631588242,NBA,5844827.0,0.10129682842287695
213,LaMarcus Aldridge,aldrila01,2010,RS,POR,5400,2922,0.718880401,0.961869505,1.680749906,6.570551023,6.570551023,0.0,0.990385665,1.318831724,2.309217389,-0.494972198,NBA,5844827.0,0.10129682842287695
214,LaMarcus Aldridge,aldrila01,2011,PO,POR,451,258,-0.752680605,2.212735116,1.460054512,0.567812425,0.0,0.567812425,-0.139895253,2.475325751,2.335430498,-0.582147681,NBA,11244000.0,0.1937151126731445
215,LaMarcus Aldridge,aldrila01,2011,RS,POR,5948,3211,1.494380855,1.072502074,2.566882929,8.637775318,8.637775318,0.0,1.612872013,1.173078911,2.785950924,-0.776975376,NBA,11244000.0,0.1937151126731445
216,LaMarcus Aldridge,aldrila01,2012,RS,POR,3832,1994,2.011800865,0.456563958,2.468364823,5.278213129,5.278213129,0.0,1.94972786,0.610841641,2.560569501,-0.532861522,NBA,12372000.0,0.21314864585486873
217,LaMarcus Aldridge,aldrila01,2013,RS,POR,5374,2790,0.305294019,0.958419974,1.263713993,5.669712619,5.669712619,0.0,0.362596363,1.058289588,1.420885951,-0.71115247,NBA,13500000.0,0.23258217903659292
218,LaMarcus Aldridge,aldrila01,2014,PO,POR,869,441,3.124992952,2.891644542,6.016637494,2.024434143,0.0,2.024434143,2.415939589,2.88062395,5.296563539,-0.451676166,NBA,14128000.0,0.24076756590943948
219,LaMarcus Aldridge,aldrila01,2014,RS,POR,4993,2498,1.139124681,2.227973419,3.3670981,7.721583795,7.721583795,0.0,1.956280911,2.430901518,4.387182429,-0.916971966,NBA,14128000.0,0.24076756590943948
220,LaMarcus Aldridge,aldrila01,2015,PO,POR,398,208,0.527665053,-1.282007228,-0.754342174,0.214813805,0.0,0.214813805,1.177542892,-2.461053412,-1.28351052,-1.594854411,NBA,16006000.0,0.2538016332355506
221,LaMarcus Aldridge,aldrila01,2015,RS,POR,4987,2512,2.418168543,1.87072375,4.288892293,8.937972946,8.937972946,0.0,2.348121262,1.987605324,4.335726586,-0.884717457,NBA,16006000.0,0.2538016332355506
222,LaMarcus Aldridge,aldrila01,2016,PO,SAS,654,337,2.059807596,2.373144867,4.432952463,1.269340576,0.0,1.269340576,-0.293358273,2.203999366,1.910641093,-0.329119537,NBA,19500000.0,0.2785714285714286
223,LaMarcus Aldridge,aldrila01,2016,RS,SAS,4442,2261,0.823427443,1.504998043,2.328425486,5.790129719,5.790129719,0.0,0.633824043,1.988394405,2.622218448,-1.136663945,NBA,19500000.0,0.2785714285714286
224,LaMarcus Aldridge,aldrila01,2017,PO,SAS,1040,537,-3.496865188,-1.573464468,-5.070329655,-0.648515887,0.0,-0.648515887,-2.02182222,-0.626408188,-2.648230408,-1.051593983,NBA,20575005.0,0.21855055606895893
225,LaMarcus Aldridge,aldrila01,2017,RS,SAS,4537,2335,-0.911187291,1.655023641,0.743836351,4.08566087,4.08566087,0.0,-0.450036647,1.950660659,1.500624012,-1.805343193,NBA,20575005.0,0.21855055606895893
226,LaMarcus Aldridge,aldrila01,2018,PO,SAS,350,177,2.303155434,0.265826789,2.568982223,0.494232307,0.0,0.494232307,2.228485865,0.038569156,2.267055021,-0.229158055,NBA,21461010.0,0.21657443008083316
227,LaMarcus Aldridge,aldrila01,2018,RS,SAS,4948,2509,2.619059633,1.451786522,4.070846155,8.582586812,8.582586812,0.0,2.42455817,1.67204497,4.09660314,-1.689635521,NBA,21461010.0,0.21657443008083316
228,LaMarcus Aldridge,aldrila01,2019,PO,SAS,477,244,-0.489219675,3.431755817,2.942536143,0.725045613,0.0,0.725045613,-1.577895045,5.142340321,3.564445276,-0.793705252,NBA,22347015.0,0.21937012241211754
229,LaMarcus Aldridge,aldrila01,2019,RS,SAS,5506,2687,0.747157246,1.239482717,1.986639963,6.412486888,6.412486888,0.0,0.797585745,0.848061568,1.645647313,-1.27139477,NBA,22347015.0,0.21937012241211754
230,LaMarcus Aldridge,aldrila01,2020,RS,SAS,3648,1754,-0.660439816,0.777019003,0.116579187,2.530917368,2.530917368,0.0,-0.711668198,1.229884515,0.518216317,-1.367529703,NBA,26000000.0,0.23822613157412498
231,LaMarcus Aldridge,aldrila01,2021,RS,BKN,265,130,0.1511870824312404,1.016057194428981,1.167244276860221,0.2587095652443001,0.2587095652443001,0.0,0.8411488879811495,0.3487233364565537,1.189872224437703,-0.4296794521419376,NBA,878340.0,0.008047828477185267
232,LaMarcus Aldridge,aldrila01,2021,RS,SAS,1138,544,-3.010903109465083,-1.281931967086538,-4.292835076551621,-0.4263743519559068,-0.4263743519559068,0.0,-3.040172590375569,-0.5095533090061194,-3.549725899381688,-0.4333397929974169,NBA,16750000.0,0.15347260399486898
233,Cory Alexander,alexaco01,1996,PO,SAS,128,70,-1.532224075,-2.420630378,-3.952854453,-0.044560127,0.0,-0.044560127,-1.716579318,-3.083232308,-4.799811626,0.506060213,NBA,490000.0,0.021304347826086957
234,Cory Alexander,alexaco01,1996,RS,SAS,1101,560,-2.645990135,-1.076595898,-3.722586032,-0.281843513,-0.281843513,0.0,-2.353306325,-1.206841616,-3.560147941,1.325770023,NBA,490000.0,0.021304347826086957
235,Cory Alexander,alexaco01,1997,RS,SAS,2675,1454,0.191127892,-1.113748293,-0.922620401,1.36788467,1.36788467,0.0,0.529234508,-1.119475959,-0.590241451,0.826515269,NBA,521000.0,0.021384886918688176
237,Cory Alexander,alexaco01,1998,RS,SAS,933,501,-1.683016743,0.505952403,-1.17706434,0.410317264,0.410317264,0.0,-1.341127406,0.211190106,-1.129937299,1.876570138,NBA,562380.0,0.02090631970260223
240,Courtney Alexander,alexaco02,2001,RS,DAL,927,472,-5.431722437,-2.584942882,-8.016665319,-1.282822445,-1.282822445,0.0,-5.25183142,-1.976187876,-7.228019296,1.058154139,NBA,1319400.0,0.03716619718309859
242,Courtney Alexander,alexaco02,2002,RS,WAS,2465,1325,-0.751698229,-1.947763529,-2.699461758,0.034136283,0.034136283,0.0,-1.02373364,-1.779013102,-2.802746743,-0.076097943,NBA,1418400.0,0.033374117647058825
243,Courtney Alexander,alexaco02,2003,PO,NOP,72,39,-1.006996268,0.820659165,-0.186337104,0.052919531,0.0,0.052919531,-1.277473582,0.982540259,-0.294933323,0.536197349,NBA,1517280.0,0.037676740085917905
244,Courtney Alexander,alexaco02,2003,RS,NOP,2562,1360,-3.309863709,-1.34048625,-4.650349959,-1.319785458,-1.319785458,0.0,-3.307312436,-1.554192742,-4.861505178,0.082811019,NBA,1517280.0,0.037676740085917905
245,Joe Alexander,alexajo01,2009,RS,MIL,1397,716,-2.653116291,-1.555905432,-4.209021722,-0.536807295,-0.536807295,0.0,-2.847845528,-2.140099932,-4.98794546,0.665479379,NBA,2403120.0,0.040952965235173826
246,Nickeil Alexander-Walker,alexani01,2020,RS,NOP,1288,591,-1.520427682,-1.706766118,-3.2271938,-0.144990433,-0.144990433,0.0,-0.309134025,-1.914683857,-2.223817882,0.782733245,NBA,2964840.0,0.027165475536008794
247,Nickeil Alexander-Walker,alexani01,2021,RS,NOP,2109,1007,-1.330796542096287,0.6886160071676919,-0.6421805349285952,1.087195882880593,1.087195882880593,0.0,-0.542900444983253,0.8097760181494571,0.2668755731662041,0.3970775203655505,NBA,3113160.0,0.02852446399120396
248,Victor Alexander,alexavi01,1992,PO,GSW,50,24,-4.774427291,1.851565523,-2.922861769,-0.002261468,0.0,-0.002261468,-4.501993084,3.111404725,-1.39058836,3.336590664,NBA,750000.0,0.06
249,Victor Alexander,alexavi01,1992,RS,GSW,2942,1350,-3.073863838,0.099247977,-2.974615861,-0.155175616,-0.155175616,0.0,-2.727899909,-0.517426207,-3.245326116,0.295294113,NBA,750000.0,0.06
250,Victor Alexander,alexavi01,1993,RS,GSW,3676,1753,-2.070122262,-0.715183087,-2.785305348,-0.031611316,-0.031611316,0.0,-1.881276306,-0.779201772,-2.660478078,0.108234913,NBA,942000.0,0.06728571428571428
251,Victor Alexander,alexavi01,1994,RS,GSW,2752,1318,-2.155545403,-1.012307024,-3.167852427,-0.281747969,-0.281747969,0.0,-2.064064973,-1.245098562,-3.309163535,0.262286942,NBA,1160000.0,0.07644151565074135
252,Victor Alexander,alexavi01,1995,RS,GSW,2552,1237,-3.143259538,-0.762242277,-3.905501815,-0.729221731,-0.729221731,0.0,-3.030974866,-0.602451198,-3.633426064,-0.004587074,NBA,1377500.0,0.08628789776998246
253,Steve Alford,alforst01,1989,PO,GSW,113,52,2.067603515,-2.208784672,-0.141181157,0.071685859,0.0,0.071685859,1.78217957,-2.013441342,-0.231261772,0.405857866,NBA,150000.0,0.020741150442477877
255,Steve Alford,alforst01,1989,RS,GSW,1963,868,-1.491040373,-0.821707597,-2.31274797,0.194163339,0.194163339,0.0,-1.682299702,-1.127913811,-2.810213513,0.276130087,NBA,150000.0,0.020741150442477877
258,Grayson Allen,allengr01,2019,PO,UTA,32,14,-9.835699975,-5.824538165,-15.66023814,-0.09625736,0.0,-0.09625736,-8.832492042,-8.682235554,-17.5147276,1.20234389,NBA,2074320.0,0.02036262258390678
259,Grayson Allen,allengr01,2019,RS,UTA,899,416,-4.608433896,-5.539220473,-10.14765437,-1.583498036,-1.583498036,0.0,-3.970136759,-4.558908137,-8.529044896,0.869531694,NBA,2074320.0,0.02036262258390678
260,Grayson Allen,allengr01,2020,RS,MEM,1578,718,0.044954529,-1.442154647,-1.397200118,0.497797959,0.497797959,0.0,-0.014290509,-2.121794595,-2.136085104,0.460582016,NBA,2429400.0,0.022259483232545355
261,Grayson Allen,allengr01,2021,PO,MEM,245,116,-2.538643839709184,-3.199314909438189,-5.737958749147372,-0.1833293401129989,0.0,-0.1833293401129989,-0.1871928365409088,-1.333177926444105,-1.520370762985014,0.5091416137265448,NBA,2545320.0,0.023321605277625067
262,Grayson Allen,allengr01,2021,RS,MEM,2684,1259,0.0881656983665573,0.2672208457583509,0.3553865441249082,2.001217878076609,2.001217878076609,0.0,0.2750839608111285,0.2753560292182199,0.5504399900293484,0.3289553940802171,NBA,2545320.0,0.023321605277625067
263,Jarrett Allen,allenja01,2018,RS,BKN,3002,1441,-2.924159372,-1.130534872,-4.054694244,-0.956236725,-0.956236725,0.0,-3.021170337,-1.820816036,-4.841986373,-0.3073628,NBA,1713720.0,0.017294057097877753
264,Jarrett Allen,allenja01,2019,PO,BKN,245,110,-1.208031701,-7.93145714,-9.139488841,-0.378197887,0.0,-0.378197887,-3.27897861,-7.242623575,-10.52160218,2.247687918,NBA,2034120.0,0.01996799811522642
265,Jarrett Allen,allenja01,2019,RS,BKN,4478,2096,-1.523007471,-2.805411583,-4.328419054,-1.688439103,-1.688439103,0.0,-1.515219146,-1.770966462,-3.286185608,0.030828739,NBA,2034120.0,0.01996799811522642
266,Jarrett Allen,allenja01,2020,PO,BKN,279,132,0.376918646,7.03096276,7.407881405,0.687582131,0.0,0.687582131,3.529881499,3.527301633,7.057183132,-2.529617966,NBA,2376840.0,0.02177789994502474
267,Jarrett Allen,allenja01,2020,RS,BKN,3918,1852,0.026463841,2.086164584,2.112628425,4.564156485,4.564156485,0.0,-0.365932354,1.889971858,1.524039504,-0.67765903,NBA,2376840.0,0.02177789994502474
